resena_id,destino_id,visitante_id,calificacion,comentario,fecha_resena
567,15,3796,2,"Buen lugar, pero caro",2024-10-27
568,13,2498,2,No volvería,2024-10-30
569,20,3575,3,No volvería,2023-04-03
570,15,2680,4,No volvería,2023-09-19
571,18,3125,3,Increíble experiencia,2024-07-02
572,13,3009,1,No volvería,2023-06-10
573,8,2502,2,Perfecto para familias,2023-12-17
574,14,1440,2,Servicio excelente,2023-06-23
575,11,2287,5,Recomendado,2023-11-13
576,6,2209,4,Recomendado,2023-01-18
577,1,2079,4,Perfecto para familias,2024-04-30
578,2,2332,5,Asequible y hermoso,2024-01-02
579,13,3564,1,Recomendado,2023-12-17
580,1,2254,4,Increíble experiencia,2024-06-11
581,4,1615,2,Cultura fascinante,2024-03-10
582,2,3724,1,Increíble experiencia,2023-09-27
583,20,1420,3,"Buen lugar, pero caro",2023-03-09
584,16,2901,3,Recomendado,2023-01-30
585,3,1276,1,Asequible y hermoso,2023-11-12
586,17,2585,2,No volvería,2023-06-13
587,5,3656,3,No volvería,2023-11-16
588,8,3619,2,Servicio excelente,2023-01-14
589,12,2767,5,Asequible y hermoso,2023-10-06
590,12,2713,4,"Buen lugar, pero caro",2024-03-07
591,1,3138,1,Demasiado turístico,2024-10-29
592,1,3330,4,Recomendado,2024-09-25
593,15,2195,5,Servicio excelente,2023-09-20
594,17,3686,3,Asequible y hermoso,2024-11-12
595,2,1811,2,Cultura fascinante,2024-06-05
596,17,2379,2,Increíble experiencia,2023-06-21
597,20,2313,5,"Buen lugar, pero caro",2023-12-24
598,9,3916,1,Asequible y hermoso,2023-01-13
599,12,3510,4,Recomendado,2024-12-25
600,4,1750,3,Increíble experiencia,2024-11-03
601,13,2197,1,Asequible y hermoso,2023-08-20
602,4,1301,5,Perfecto para familias,2024-04-20
603,7,1600,5,Servicio excelente,2024-04-15
604,14,1529,2,Asequible y hermoso,2023-06-09
605,9,3188,3,Perfecto para familias,2024-09-30
606,1,1278,1,Increíble experiencia,2024-07-13
607,1,1663,2,Increíble experiencia,2023-09-18
608,20,3559,3,Increíble experiencia,2024-07-26
609,4,2370,4,Demasiado turístico,2024-09-25
610,1,3162,4,Asequible y hermoso,2024-08-24
611,10,1580,2,Perfecto para familias,2023-12-25
612,2,2531,1,No volvería,2023-09-12
613,15,2390,3,Cultura fascinante,2024-08-24
614,3,1691,4,Cultura fascinante,2024-05-29
615,9,1637,4,Perfecto para familias,2023-10-07
616,17,2849,1,No volvería,2023-04-27
617,13,3046,2,"Buen lugar, pero caro",2024-09-01
618,3,1823,5,Demasiado turístico,2023-06-11
619,4,2874,3,Perfecto para familias,2023-10-25
620,4,1875,4,Recomendado,2023-10-24
621,11,1940,5,Servicio excelente,2024-08-16
622,7,2683,1,Servicio excelente,2023-12-24
623,11,1942,2,Cultura fascinante,2024-10-21
624,11,2899,3,Increíble experiencia,2024-06-01
625,10,3406,1,Recomendado,2024-01-13
626,5,3051,2,"Buen lugar, pero caro",2024-11-27
627,13,2747,1,No volvería,2024-03-01
628,12,3452,4,"Buen lugar, pero caro",2024-06-20
629,10,1025,4,Cultura fascinante,2024-07-06
630,7,2867,5,Increíble experiencia,2023-06-18
631,19,3557,1,No volvería,2024-05-29
632,19,3744,4,Perfecto para familias,2023-12-30
633,19,1061,2,No volvería,2024-11-13
634,12,1123,5,Cultura fascinante,2024-03-05
635,20,2521,3,"Buen lugar, pero caro",2024-07-22
636,15,3103,1,Servicio excelente,2023-03-24
637,5,2187,4,"Buen lugar, pero caro",2023-11-26
638,14,2723,2,"Buen lugar, pero caro",2024-11-21
639,12,2063,1,"Buen lugar, pero caro",2023-05-13
640,11,2107,2,Cultura fascinante,2024-08-20
641,5,2731,5,Recomendado,2024-04-01
642,16,1546,4,Cultura fascinante,2023-12-19
643,18,3161,4,Demasiado turístico,2023-12-10
644,12,3473,5,No volvería,2023-04-04
645,5,3966,2,Demasiado turístico,2024-01-17
646,16,3278,1,Cultura fascinante,2023-10-22
647,12,3965,2,Asequible y hermoso,2023-07-17
648,2,2311,1,Asequible y hermoso,2023-03-20
649,6,1155,5,Recomendado,2024-11-08
650,4,3213,3,Perfecto para familias,2024-07-04
651,13,2263,1,"Buen lugar, pero caro",2023-08-02
652,10,3697,4,Perfecto para familias,2024-10-04
653,17,2363,4,Perfecto para familias,2024-10-30
654,14,1938,4,Demasiado turístico,2023-06-08
655,15,1512,2,No volvería,2024-07-10
656,8,1932,2,Asequible y hermoso,2023-07-20
657,18,3314,2,Servicio excelente,2023-01-22
658,3,1187,4,No volvería,2023-12-05
659,17,2846,1,Asequible y hermoso,2023-08-30
660,7,2703,4,Servicio excelente,2023-08-26
661,13,1391,1,Increíble experiencia,2023-05-29
662,16,2284,2,Cultura fascinante,2024-08-01
663,5,1655,3,Increíble experiencia,2023-01-07
664,4,2740,2,No volvería,2023-08-21
665,10,1176,5,Recomendado,2024-08-01
666,13,3822,1,No volvería,2023-03-18
667,10,1764,3,Demasiado turístico,2024-05-03
668,14,1931,2,Servicio excelente,2023-03-28
669,12,2224,3,Servicio excelente,2023-08-10
670,1,1711,4,Increíble experiencia,2024-02-17
671,20,3874,1,Increíble experiencia,2024-08-06
672,20,3637,5,Servicio excelente,2023-07-21
673,7,3579,4,No volvería,2024-07-24
674,9,2086,3,Recomendado,2023-10-03
675,8,2351,2,Servicio excelente,2023-08-09
676,13,2930,1,Perfecto para familias,2023-06-06
677,14,1281,5,Asequible y hermoso,2023-06-30
678,12,2964,2,Increíble experiencia,2024-12-25
679,8,2786,5,Increíble experiencia,2023-05-09
680,18,3275,1,Demasiado turístico,2023-08-31
681,16,3687,3,Cultura fascinante,2023-06-21
682,11,2082,5,Cultura fascinante,2024-05-17
683,16,3969,1,Demasiado turístico,2024-04-24
684,14,1477,5,Servicio excelente,2023-09-27
685,3,1716,2,Increíble experiencia,2024-02-25
686,2,1243,5,"Buen lugar, pero caro",2023-06-12
687,3,3415,2,Recomendado,2023-01-24
688,4,1936,2,Perfecto para familias,2024-05-11
689,5,2524,1,No volvería,2023-07-12
690,10,1838,4,No volvería,2024-01-25
691,20,3954,5,Cultura fascinante,2024-05-11
692,2,2346,3,Cultura fascinante,2023-05-09
693,12,3424,2,Demasiado turístico,2024-07-06
694,5,3029,4,Increíble experiencia,2024-06-26
695,5,2433,2,No volvería,2023-02-05
696,1,3759,4,Increíble experiencia,2024-04-01
697,4,3391,4,Perfecto para familias,2023-12-27
698,12,1240,3,Recomendado,2023-08-03
699,12,1139,4,Recomendado,2023-10-14
700,16,1420,3,No volvería,2024-01-04
701,17,2585,1,"Buen lugar, pero caro",2024-04-13
702,10,1304,2,Demasiado turístico,2023-07-05
703,17,3163,3,No volvería,2024-04-18
704,17,3391,2,Perfecto para familias,2023-03-02
705,18,2275,5,"Buen lugar, pero caro",2023-09-19
706,2,3027,1,Asequible y hermoso,2023-04-21
707,4,1007,5,Servicio excelente,2023-05-21
708,19,3779,5,Cultura fascinante,2024-06-18
709,11,3227,4,Cultura fascinante,2023-03-20
710,17,2169,4,"Buen lugar, pero caro",2024-05-08
711,12,1416,5,No volvería,2023-01-31
712,2,3714,4,Cultura fascinante,2024-05-30
713,6,2145,2,Increíble experiencia,2024-05-23
714,9,2148,4,Cultura fascinante,2024-09-21
715,5,1150,5,Recomendado,2023-03-07
716,20,3445,4,Cultura fascinante,2024-05-24
717,9,3429,4,Asequible y hermoso,2024-01-06
718,8,2804,3,Demasiado turístico,2023-10-14
719,20,1839,3,"Buen lugar, pero caro",2023-06-25
720,8,3049,5,Increíble experiencia,2023-05-03
721,6,2697,2,Asequible y hermoso,2023-08-19
722,3,1244,1,Recomendado,2024-07-08
723,5,2911,1,No volvería,2023-01-04
724,9,2422,5,Servicio excelente,2024-12-02
725,7,2275,2,Recomendado,2024-02-16
726,4,1879,2,"Buen lugar, pero caro",2023-09-07
727,7,3808,2,"Buen lugar, pero caro",2024-10-17
728,5,2321,3,"Buen lugar, pero caro",2024-05-01
729,11,1977,5,Asequible y hermoso,2023-12-11
730,15,2524,1,"Buen lugar, pero caro",2023-11-29
731,2,2139,2,Demasiado turístico,2024-03-28
732,13,3049,5,Demasiado turístico,2023-06-07
733,16,1553,1,Demasiado turístico,2024-07-30
734,7,1482,3,"Buen lugar, pero caro",2023-09-27
735,8,1600,4,Demasiado turístico,2024-08-09
736,6,3811,1,Cultura fascinante,2024-02-22
737,7,3383,1,Cultura fascinante,2024-03-15
738,18,3513,1,"Buen lugar, pero caro",2023-01-29
739,20,2165,4,Perfecto para familias,2023-12-01
740,7,1583,2,Asequible y hermoso,2023-08-26
741,3,1137,4,Servicio excelente,2023-06-02
742,5,2004,1,Asequible y hermoso,2024-08-28
743,1,2983,3,Asequible y hermoso,2023-04-25
744,15,2635,1,Asequible y hermoso,2024-02-03
745,3,3998,3,Servicio excelente,2023-02-01
746,8,1687,5,Demasiado turístico,2024-06-15
747,9,3215,3,Increíble experiencia,2023-02-22
748,15,2434,1,Increíble experiencia,2024-12-18
749,10,2793,4,No volvería,2023-07-14
750,2,1910,1,"Buen lugar, pero caro",2023-11-01
751,20,2760,1,Recomendado,2024-12-07
752,5,3035,5,Demasiado turístico,2023-12-11
753,19,3928,2,Demasiado turístico,2023-03-23
754,13,1842,1,Recomendado,2023-01-01
755,11,3113,5,"Buen lugar, pero caro",2023-06-16
756,1,2605,4,Increíble experiencia,2023-11-13
757,15,3481,5,Servicio excelente,2023-07-02
758,18,2338,5,Recomendado,2023-09-30
759,16,1115,3,Servicio excelente,2024-10-30
760,9,1569,2,No volvería,2024-01-08
761,1,2554,2,Asequible y hermoso,2023-12-28
762,11,3690,4,Demasiado turístico,2023-07-20
763,9,1495,5,Asequible y hermoso,2023-07-11
764,11,3989,4,Increíble experiencia,2023-12-07
765,13,1822,4,Asequible y hermoso,2023-10-26
766,2,3250,2,Asequible y hermoso,2024-05-20
767,14,3697,2,Perfecto para familias,2024-08-10
768,6,2609,2,Recomendado,2023-05-20
769,8,1560,1,Recomendado,2023-11-02
770,18,2042,5,Demasiado turístico,2023-07-15
771,16,3526,4,Cultura fascinante,2023-03-02
772,12,3536,5,Recomendado,2023-12-26
773,11,3827,4,Recomendado,2023-11-03
774,6,2470,4,Demasiado turístico,2024-04-24
775,3,1340,4,Demasiado turístico,2023-11-29
776,14,2555,4,Servicio excelente,2023-03-24
777,2,1612,3,Asequible y hermoso,2023-11-30
778,11,3164,3,Demasiado turístico,2024-05-31
779,3,2882,1,Increíble experiencia,2024-04-18
780,18,1074,2,Demasiado turístico,2024-01-29
781,1,3164,4,"Buen lugar, pero caro",2024-08-22
782,1,2710,5,Demasiado turístico,2024-12-21
783,12,2762,3,Recomendado,2024-11-22
784,15,2693,2,Servicio excelente,2024-12-20
785,5,3035,1,Perfecto para familias,2024-07-30
786,6,2246,2,Demasiado turístico,2024-01-15
787,16,1126,4,Cultura fascinante,2023-01-21
788,12,1657,2,"Buen lugar, pero caro",2023-06-26
789,12,2200,4,Increíble experiencia,2023-12-29
790,3,2997,3,Demasiado turístico,2023-01-22
791,2,3712,3,Asequible y hermoso,2024-07-01
792,7,1991,4,Asequible y hermoso,2023-09-07
793,2,1859,5,"Buen lugar, pero caro",2024-10-22
794,7,2522,3,Recomendado,2023-03-14
795,11,3133,5,No volvería,2023-04-01
796,11,2900,4,Recomendado,2023-06-25
797,14,2407,4,"Buen lugar, pero caro",2023-05-06
798,3,1633,3,Recomendado,2023-07-23
799,14,2665,5,Asequible y hermoso,2023-09-03
800,11,2487,4,Servicio excelente,2024-09-02
801,4,3499,3,No volvería,2023-09-28
802,17,3566,4,Asequible y hermoso,2023-02-13
803,16,3894,2,Increíble experiencia,2024-08-31
804,3,1695,2,Asequible y hermoso,2024-07-01
805,10,3598,3,Recomendado,2023-06-17
806,15,1929,4,Servicio excelente,2024-03-10
807,8,1116,3,No volvería,2023-01-30
808,18,2032,1,Demasiado turístico,2024-08-19
809,3,2242,3,No volvería,2023-12-23
810,7,2743,3,Asequible y hermoso,2024-05-05
811,10,2614,2,Demasiado turístico,2024-09-24
812,20,2904,2,"Buen lugar, pero caro",2023-09-05
813,9,3452,4,Asequible y hermoso,2024-11-26
814,14,1304,3,Cultura fascinante,2023-09-10
815,14,2491,3,Asequible y hermoso,2024-12-21
816,11,2976,4,"Buen lugar, pero caro",2024-01-17
817,1,3788,5,No volvería,2024-06-19
818,4,1088,4,Increíble experiencia,2024-09-25
819,6,2034,2,Demasiado turístico,2024-02-23
820,5,1308,2,Cultura fascinante,2023-05-03
821,3,3482,3,"Buen lugar, pero caro",2023-10-21
822,2,1802,2,Perfecto para familias,2024-11-15
823,3,1164,4,Cultura fascinante,2023-05-23
824,9,1996,3,Cultura fascinante,2024-05-25
825,19,3704,4,Perfecto para familias,2024-11-11
826,19,2359,4,Cultura fascinante,2023-02-26
827,17,3066,3,Asequible y hermoso,2023-02-11
828,18,2095,5,Perfecto para familias,2024-09-22
829,11,2199,2,No volvería,2023-05-01
830,12,2878,1,Perfecto para familias,2023-12-09
831,3,2824,1,No volvería,2023-11-28
832,18,1811,1,Increíble experiencia,2024-03-31
833,6,3387,2,Recomendado,2024-03-12
834,7,3296,5,Cultura fascinante,2023-12-07
835,1,2349,4,Demasiado turístico,2023-12-07
836,6,3354,3,Demasiado turístico,2024-02-20
837,18,2804,5,Recomendado,2023-07-01
838,13,3252,1,Servicio excelente,2024-11-07
839,19,3901,2,Asequible y hermoso,2023-09-21
840,7,2594,2,Cultura fascinante,2023-07-29
841,19,3495,3,Cultura fascinante,2024-06-06
842,9,3761,4,Recomendado,2023-07-01
843,3,1433,5,No volvería,2024-03-19
844,12,2648,5,Asequible y hermoso,2023-09-08
845,20,2152,5,"Buen lugar, pero caro",2023-05-18
846,18,1822,4,Demasiado turístico,2023-08-06
847,8,2071,4,"Buen lugar, pero caro",2024-03-29
848,9,1505,4,Perfecto para familias,2023-03-28
849,13,1115,3,No volvería,2023-10-20
850,8,2440,2,Servicio excelente,2023-04-02
851,10,2791,1,"Buen lugar, pero caro",2023-07-27
852,17,1995,4,Demasiado turístico,2023-07-23
853,7,1223,2,Demasiado turístico,2023-07-05
854,17,1636,4,Demasiado turístico,2023-03-26
855,18,2973,1,Increíble experiencia,2024-10-25
856,2,1672,4,Cultura fascinante,2023-06-05
857,3,1958,2,"Buen lugar, pero caro",2023-10-20
858,19,1933,3,Perfecto para familias,2024-06-16
859,1,1096,1,"Buen lugar, pero caro",2023-06-10
860,10,3155,2,Perfecto para familias,2024-01-21
861,14,1632,5,Demasiado turístico,2024-04-29
862,13,2702,5,Asequible y hermoso,2024-05-17
863,9,2950,5,Perfecto para familias,2023-06-05
864,6,1698,3,No volvería,2023-05-23
865,6,1032,4,Cultura fascinante,2024-09-10
866,19,3114,4,Cultura fascinante,2023-10-11
867,10,2203,4,Increíble experiencia,2024-07-15
868,3,1779,3,"Buen lugar, pero caro",2023-02-04
869,18,2467,5,Recomendado,2023-08-12
870,19,1916,4,Increíble experiencia,2024-10-29
871,5,1549,3,Recomendado,2024-01-28
872,11,3249,3,Cultura fascinante,2024-02-12
873,10,2894,2,No volvería,2024-12-03
874,17,3097,4,Demasiado turístico,2024-01-23
875,4,3835,5,Demasiado turístico,2024-11-26
876,18,3999,1,Perfecto para familias,2023-10-24
877,18,2704,3,Increíble experiencia,2023-11-19
878,1,3311,2,No volvería,2024-05-02
879,14,2157,1,Demasiado turístico,2024-07-23
880,8,3031,3,Perfecto para familias,2023-02-08
881,2,2834,2,"Buen lugar, pero caro",2024-05-19
882,19,1344,4,Cultura fascinante,2024-05-17
883,15,2200,2,"Buen lugar, pero caro",2024-06-20
884,2,3059,3,Cultura fascinante,2023-11-12
885,4,3249,4,"Buen lugar, pero caro",2024-05-10
886,1,1945,5,Perfecto para familias,2023-04-27
887,19,1926,2,No volvería,2023-12-08
888,10,3051,1,Increíble experiencia,2023-08-28
889,1,3856,4,Cultura fascinante,2024-11-17
890,20,2331,4,Recomendado,2024-03-20
891,15,3004,5,No volvería,2024-05-01
892,4,3608,2,No volvería,2024-02-15
893,7,2788,1,Perfecto para familias,2024-09-14
894,7,3247,5,Recomendado,2023-10-25
895,18,2940,2,Servicio excelente,2023-02-21
896,13,3157,1,No volvería,2023-10-31
897,10,3156,1,No volvería,2023-10-15
898,8,3600,3,Asequible y hermoso,2024-10-25
899,10,1052,1,Cultura fascinante,2023-04-28
900,14,3160,2,Demasiado turístico,2024-02-28
901,14,1295,5,No volvería,2024-10-08
902,20,3113,5,No volvería,2023-07-28
903,11,3622,3,Perfecto para familias,2023-05-07
904,6,1465,2,Perfecto para familias,2023-10-20
905,1,3306,1,Increíble experiencia,2024-06-02
906,19,2670,3,Cultura fascinante,2023-08-10
907,7,1634,4,Perfecto para familias,2023-03-18
908,18,2355,2,Recomendado,2023-12-04
909,3,2525,3,Recomendado,2023-10-02
910,20,1210,5,No volvería,2023-04-27
911,11,3137,3,Demasiado turístico,2023-10-19
912,5,3076,4,Perfecto para familias,2023-09-28
913,19,1238,2,Increíble experiencia,2024-03-22
914,2,1336,3,Perfecto para familias,2023-06-06
915,4,3111,1,Perfecto para familias,2024-07-25
916,10,2577,2,Asequible y hermoso,2023-07-03
917,2,1500,3,Demasiado turístico,2024-02-28
918,8,2565,3,Perfecto para familias,2024-10-17
919,1,1791,2,"Buen lugar, pero caro",2024-11-03
920,6,3640,5,"Buen lugar, pero caro",2024-08-23
921,11,2136,1,No volvería,2023-01-16
922,10,3349,2,Increíble experiencia,2023-04-08
923,13,1229,1,Demasiado turístico,2024-09-07
924,1,1150,1,Increíble experiencia,2023-10-27
925,2,2779,2,Recomendado,2024-02-26
926,3,2625,3,Demasiado turístico,2023-11-03
927,9,3575,5,Asequible y hermoso,2023-10-01
928,5,1333,1,Demasiado turístico,2023-09-18
929,10,1174,1,Perfecto para familias,2023-08-27
930,10,2367,3,Cultura fascinante,2023-11-28
931,12,3109,2,Asequible y hermoso,2023-04-25
932,18,2085,5,No volvería,2023-09-25
933,1,1819,1,Increíble experiencia,2023-01-12
934,3,2702,1,"Buen lugar, pero caro",2023-03-14
935,5,3572,2,Asequible y hermoso,2024-02-10
936,17,3264,3,No volvería,2023-06-27
937,8,2613,4,Recomendado,2023-09-16
938,17,1624,3,Demasiado turístico,2024-02-04
939,9,1578,1,Demasiado turístico,2023-09-27
940,6,3742,1,"Buen lugar, pero caro",2024-09-23
941,17,1423,5,Cultura fascinante,2024-11-11
942,8,3764,3,Increíble experiencia,2024-04-30
943,7,2395,4,Demasiado turístico,2024-08-02
944,7,2230,5,Increíble experiencia,2023-02-28
945,15,1754,4,Recomendado,2024-10-03
946,7,1747,5,Recomendado,2023-09-23
947,8,1688,3,"Buen lugar, pero caro",2023-03-16
948,9,1723,1,Perfecto para familias,2023-03-31
949,15,2567,4,No volvería,2024-05-19
950,2,1747,3,Asequible y hermoso,2023-12-23
951,7,1242,4,"Buen lugar, pero caro",2023-06-03
952,15,3713,3,No volvería,2023-08-06
953,18,1708,5,Demasiado turístico,2024-04-30
954,18,1435,3,Increíble experiencia,2024-06-23
955,10,1781,5,Recomendado,2023-05-10
956,18,1484,1,Increíble experiencia,2023-03-07
957,1,3432,5,"Buen lugar, pero caro",2023-05-24
958,7,2534,2,Servicio excelente,2024-01-15
959,3,1170,1,Perfecto para familias,2023-11-09
960,14,2021,3,No volvería,2024-02-11
961,12,3998,3,No volvería,2024-02-11
962,14,1869,2,Cultura fascinante,2023-10-04
963,4,3371,3,Recomendado,2024-09-06
964,13,1848,1,No volvería,2024-02-13
965,16,2498,1,"Buen lugar, pero caro",2023-11-10
966,16,1696,5,Asequible y hermoso,2024-07-02
967,5,3407,4,Servicio excelente,2023-09-06
968,20,1032,3,No volvería,2024-04-05
969,6,1177,2,Asequible y hermoso,2024-02-03
970,6,3965,1,No volvería,2024-10-29
971,18,3113,1,"Buen lugar, pero caro",2024-03-26
972,6,3075,1,Asequible y hermoso,2024-04-15
973,7,2503,4,Demasiado turístico,2024-10-05
974,16,3316,4,No volvería,2024-07-12
975,9,3645,3,Demasiado turístico,2024-03-09
976,13,1066,2,Cultura fascinante,2024-03-21
977,12,1133,4,Recomendado,2024-12-07
978,19,2929,5,"Buen lugar, pero caro",2023-04-13
979,1,1916,4,Perfecto para familias,2023-11-24
980,8,3130,1,"Buen lugar, pero caro",2024-11-13
981,4,2917,2,Perfecto para familias,2024-08-23
982,19,2855,3,Asequible y hermoso,2023-09-03
983,5,2352,4,Cultura fascinante,2023-02-27
984,17,1585,1,Asequible y hermoso,2023-04-15
985,3,3375,5,No volvería,2024-11-22
986,19,3590,5,Recomendado,2023-03-10
987,1,2149,3,"Buen lugar, pero caro",2023-10-29
988,1,3258,3,Increíble experiencia,2023-06-02
989,20,2749,4,"Buen lugar, pero caro",2024-06-20
990,9,3181,3,"Buen lugar, pero caro",2023-02-04
991,5,3205,1,Perfecto para familias,2023-01-15
992,7,2893,1,Servicio excelente,2023-04-16
993,6,3923,1,Increíble experiencia,2024-12-30
994,17,3430,4,No volvería,2023-03-15
995,17,1974,4,Demasiado turístico,2023-10-12
996,13,3643,3,Recomendado,2024-07-03
997,12,2443,4,Cultura fascinante,2023-07-16
998,4,3520,1,Recomendado,2023-10-07
999,8,1234,2,Cultura fascinante,2024-11-16
1000,5,3620,1,"Buen lugar, pero caro",2024-07-09
1001,5,2478,2,Perfecto para familias,2024-10-27
1002,13,2594,3,No volvería,2023-06-02
1003,11,1771,5,Servicio excelente,2023-10-18
1004,8,3349,4,Recomendado,2023-05-22
1005,8,1306,4,Perfecto para familias,2023-11-08
1006,1,1002,1,Servicio excelente,2024-10-07
1007,13,1271,1,Asequible y hermoso,2023-02-01
1008,5,1421,2,"Buen lugar, pero caro",2023-01-26
1009,8,3748,4,Increíble experiencia,2023-09-12
1010,17,1864,3,Increíble experiencia,2023-02-25
1011,13,2877,1,Demasiado turístico,2023-10-20
1012,9,2010,4,"Buen lugar, pero caro",2024-09-28
1013,2,3927,5,Demasiado turístico,2023-08-18
1014,19,3740,2,Increíble experiencia,2023-02-22
1015,20,3915,1,No volvería,2023-04-11
1016,17,2061,1,No volvería,2024-04-11
1017,7,1107,3,Perfecto para familias,2023-09-24
1018,3,2849,1,Increíble experiencia,2023-01-02
1019,19,3329,4,Demasiado turístico,2023-01-22
1020,19,2134,4,"Buen lugar, pero caro",2024-07-31
1021,9,1549,4,"Buen lugar, pero caro",2023-07-31
1022,10,3600,5,Cultura fascinante,2023-08-24
1023,14,2621,5,Servicio excelente,2024-06-12
1024,18,2838,1,Asequible y hermoso,2024-01-23
1025,15,3236,5,Increíble experiencia,2023-01-14
1026,1,3800,5,Increíble experiencia,2024-06-02
1027,6,3918,3,Demasiado turístico,2023-08-10
1028,15,2512,5,Cultura fascinante,2024-09-07
1029,6,2378,2,Recomendado,2024-02-07
1030,18,1019,2,Servicio excelente,2024-05-27
1031,1,1859,2,No volvería,2023-10-14
1032,3,2417,1,No volvería,2024-01-19
1033,17,2285,4,Recomendado,2023-09-04
1034,16,1410,3,Cultura fascinante,2023-04-01
1035,8,2427,1,Servicio excelente,2023-11-08
1036,17,2694,4,Increíble experiencia,2024-03-12
1037,8,3532,3,"Buen lugar, pero caro",2024-12-26
1038,17,1624,3,Increíble experiencia,2023-02-12
1039,9,1656,3,No volvería,2023-03-15
1040,12,1768,2,Demasiado turístico,2024-07-14
1041,19,1018,2,Demasiado turístico,2023-11-12
1042,4,3232,2,Asequible y hermoso,2023-05-24
1043,11,3453,3,Perfecto para familias,2023-11-25
1044,4,3847,3,No volvería,2023-07-28
1045,14,3527,2,Cultura fascinante,2023-04-09
1046,14,2817,3,Demasiado turístico,2024-11-30
1047,6,2781,2,Increíble experiencia,2023-04-24
1048,17,1008,2,Asequible y hermoso,2023-06-24
1049,2,1705,2,"Buen lugar, pero caro",2023-09-28
1050,8,2342,4,No volvería,2023-03-04
1051,4,2160,3,Perfecto para familias,2024-02-08
1052,10,1531,1,Cultura fascinante,2023-08-13
1053,7,3961,2,Asequible y hermoso,2023-06-10
1054,4,3737,1,"Buen lugar, pero caro",2023-02-05
1055,16,3022,4,Perfecto para familias,2024-01-16
1056,14,3601,3,Perfecto para familias,2024-10-14
1057,16,3494,2,Asequible y hermoso,2023-11-14
1058,9,2716,2,Increíble experiencia,2024-12-08
1059,4,3754,2,Cultura fascinante,2024-10-24
1060,6,3244,1,Recomendado,2024-03-31
1061,1,3908,4,Perfecto para familias,2023-09-26
1062,7,2761,3,Demasiado turístico,2023-12-10
1063,1,2347,4,Recomendado,2023-02-09
1064,19,2797,2,Asequible y hermoso,2024-02-18
1065,8,3676,4,Perfecto para familias,2024-01-15
1066,3,2686,1,Demasiado turístico,2023-08-10
1067,1,3678,5,Recomendado,2023-10-08
1068,1,2803,5,"Buen lugar, pero caro",2023-08-13
1069,7,1044,3,No volvería,2024-04-01
1070,13,1489,3,Recomendado,2023-06-03
1071,1,1181,4,No volvería,2023-10-07
1072,16,3422,3,Demasiado turístico,2023-12-19
1073,14,1628,1,Perfecto para familias,2023-02-08
1074,4,1957,2,No volvería,2024-12-29
1075,12,3115,2,Asequible y hermoso,2024-09-12
1076,12,2549,4,Demasiado turístico,2024-07-26
1077,17,2116,2,Perfecto para familias,2024-05-03
1078,15,2782,4,Demasiado turístico,2023-07-17
1079,10,3827,3,Recomendado,2023-10-03
1080,3,1651,3,Demasiado turístico,2023-06-21
1081,20,2877,1,Recomendado,2024-05-22
1082,20,2268,2,Asequible y hermoso,2024-02-09
1083,12,1341,1,Cultura fascinante,2023-09-28
1084,1,3951,5,Asequible y hermoso,2024-07-07
1085,1,2809,1,Recomendado,2024-12-01
1086,10,3446,4,Perfecto para familias,2024-10-25
1087,18,3751,4,Servicio excelente,2023-05-11
1088,15,3145,1,Cultura fascinante,2024-09-17
1089,2,2355,3,Asequible y hermoso,2024-01-20
1090,17,1449,5,Servicio excelente,2024-02-01
1091,8,2442,1,"Buen lugar, pero caro",2024-07-19
1092,9,1077,3,Servicio excelente,2023-10-23
1093,20,1896,1,Asequible y hermoso,2024-01-18
1094,11,1549,2,Servicio excelente,2024-05-26
1095,6,1798,4,No volvería,2024-01-30
1096,14,2453,2,Perfecto para familias,2024-07-07
1097,1,2509,2,"Buen lugar, pero caro",2024-08-27
1098,7,1815,5,Recomendado,2023-09-17
1099,9,3183,3,Increíble experiencia,2023-10-08
1100,11,3702,4,No volvería,2023-12-22
1101,16,2584,2,"Buen lugar, pero caro",2024-02-24
1102,19,1646,4,"Buen lugar, pero caro",2023-07-11
1103,2,2826,3,Increíble experiencia,2024-09-28
1104,15,1720,1,"Buen lugar, pero caro",2024-03-03
1105,3,2523,2,No volvería,2023-12-14
1106,4,3661,3,Asequible y hermoso,2024-03-04
1107,20,3532,4,Demasiado turístico,2024-01-27
1108,7,2070,3,Demasiado turístico,2023-12-07
1109,12,2467,1,Demasiado turístico,2024-06-30
1110,4,1648,3,No volvería,2024-02-06
1111,10,1792,4,Perfecto para familias,2023-02-16
1112,6,1579,2,Recomendado,2024-10-26
1113,14,3049,2,Increíble experiencia,2024-02-29
1114,3,3157,5,Cultura fascinante,2024-05-31
1115,17,1460,4,Demasiado turístico,2024-09-28
1116,11,3314,5,Servicio excelente,2023-11-24
1117,10,2162,5,No volvería,2023-03-28
1118,10,1044,1,Perfecto para familias,2024-05-29
1119,10,3934,4,Perfecto para familias,2023-06-14
1120,3,2534,2,Demasiado turístico,2023-08-11
1121,15,3992,4,Servicio excelente,2023-10-24
1122,17,1983,1,Cultura fascinante,2024-03-26
1123,18,3310,4,Demasiado turístico,2023-12-09
1124,19,3776,4,Increíble experiencia,2023-12-07
1125,19,1633,5,Asequible y hermoso,2024-04-05
1126,12,3200,4,Servicio excelente,2024-01-27
1127,5,3261,5,Demasiado turístico,2024-06-20
